Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Event_id,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Laughing Gull",-,-,-,-,Animal,1,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Lesser Scaup",-,-,-,-,Animal,30,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mallard",-,-,-,-,Animal,165,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Muscovy Duck",-,-,-,-,Animal,10,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,4,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Neotropic Cormorant",-,-,-,-,Animal,3,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Northern Gannet",-,-,-,-,Animal,1,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Northern Harrier",-,-,-,-,Animal,3,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Northern Pintail",-,-,-,-,Animal,4,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Northern Shoveler",-,-,-,-,Animal,14,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Osprey",-,-,-,-,Animal,1,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Pelecanidae (unidentified)",-,-,-,-,Animal,6,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Peregrin falcon",-,-,-,-,Animal,12,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Phalacrocoracidae (unidentified)",-,-,-,-,Animal,7,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Phasianidae (unidentified)",-,-,-,-,Animal,3,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Red-necked grebe",-,-,-,-,Animal,1,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Red-shouldered Hawk",-,-,-,-,Animal,9,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Red-tailed Hawk",-,-,-,-,Animal,142,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Red-winged Blackbird",-,-,-,-,Animal,1,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Redhead",-,-,-,-,Animal,10,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Ring-billed gull",-,-,-,-,Animal,4,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Ring-necked Duck",-,-,-,-,Animal,6,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Ross's Goose",-,-,-,-,Animal,66,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Rough-legged Hawk",-,-,-,-,Animal,6,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Royal Tern",-,-,-,-,Animal,6,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Ruddy Duck",-,-,-,-,Animal,3,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Sabine's Gull",-,-,-,-,Animal,3,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Sanderling",-,-,-,-,Animal,15,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Sandhill Crane",-,-,-,-,Animal,5,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Sharp-shinned Hawk",-,-,-,-,Animal,4,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Short-billed Gull",-,-,-,-,Animal,1,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Snow Goose",-,-,-,-,Animal,233,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Snowy Egret",-,-,-,-,Animal,1,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Snowy Owl",-,-,-,-,Animal,17,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Strigidae (unidentified)",-,-,-,-,Animal,10,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Swainson's Hawk",-,-,-,-,Animal,1,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Trumpeter Swan",-,-,-,-,Animal,6,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Tundra Swan",-,-,-,-,Animal,5,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Turkey Vulture",-,-,-,-,Animal,49,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Western screech owl",-,-,-,-,Animal,1,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Wild turkey",-,-,-,-,Animal,15,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Wood Duck",-,-,-,-,Animal,65,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Wood Stork",-,-,-,-,Animal,1,-,-,-,-
2022,Jan-Jun 2022,Europe,Poland,"Człuchów","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Europe,Poland,"Człuchów","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,5,-,-,5,-
2022,Jan-Jun 2022,Europe,Poland,"Inowrocław","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Europe,Poland,"Inowrocław","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Greater White-fronted Goose",-,-,-,-,Animal,1,0,0,1,0
2022,Jan-Jun 2022,Europe,Poland,"Końskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,2,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Europe,Poland,"Końskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,2,0,0,2,0
2022,Jan-Jun 2022,Europe,Poland,"Koszalin (City)","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Europe,Poland,"Koszalin (City)","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Greylag Goose",-,-,-,-,Animal,1,-,-,1,-
2022,Jan-Jun 2022,Europe,Poland,"Koszalin","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Europe,Poland,"Koszalin","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,3,-,-,3,-
2022,Jan-Jun 2022,Europe,Poland,"Legionowo","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,2,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Europe,Poland,"Legionowo","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,3,-,-,3,-
2022,Jan-Jun 2022,Europe,Poland,"Łódź","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Europe,Poland,"Łódź","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,1,-,-,1,-
2022,Jan-Jun 2022,Europe,Poland,"Namysłów","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Europe,Poland,"Namysłów","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,1,0,0,1,0
2022,Jan-Jun 2022,Europe,Poland,"Nowy Dwór Gdański","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,2,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Europe,Poland,"Nowy Dwór Gdański","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Greylag Goose",-,-,-,-,Animal,2,-,-,2,-
2022,Jan-Jun 2022,Europe,Poland,"Nowy Dwór Mazowiecki","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Europe,Poland,"Nowy Dwór Mazowiecki","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,1,0,0,1,0
2022,Jan-Jun 2022,Europe,Poland,"Olsztyn","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Europe,Poland,"Olsztyn","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,1,0,0,1,0
2022,Jan-Jun 2022,Europe,Poland,"Polish Exclusive Economic Zone","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,2,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Europe,Poland,"Polish Exclusive Economic Zone","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Armenian Gull",-,-,-,-,Animal,1,-,-,1,-
2022,Jan-Jun 2022,Europe,Poland,"Polish Exclusive Economic Zone","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,1,-,-,1,-
2022,Jan-Jun 2022,Europe,Poland,"Polish Exclusive Economic Zone","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common Tern",-,-,-,-,Animal,1,0,0,1,0
2022,Jan-Jun 2022,Europe,Poland,"Polish Exclusive Economic Zone","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Sandwich Tern",-,-,-,-,Animal,1,0,0,1,0
2022,Jan-Jun 2022,Europe,Poland,"Pszczyna","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,2,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Europe,Poland,"Pszczyna","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,4,0,0,4,0
2022,Jan-Jun 2022,Europe,Poland,"Puck","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,3,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Europe,Poland,"Puck","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,3,0,0,3,0
2022,Jan-Jun 2022,Europe,Poland,"Sępólno","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Europe,Poland,"Sępólno","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,1,0,0,1,0
2022,Jan-Jun 2022,Europe,Poland,"Warszawa","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Europe,Poland,"Warszawa","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,1,0,0,1,0
2022,Jan-Jun 2022,Europe,Poland,"Włocławek (City)","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Europe,Poland,"Włocławek (City)","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mew Gull",-,-,-,-,Animal,1,-,-,1,-
2022,Jan-Jun 2022,Europe,Poland,"Wołów","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Europe,Poland,"Wołów","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,1,0,0,1,0
2022,Jul-Dec 2022,Africa,South Africa,"Gauteng","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jul-Dec 2022,Africa,South Africa,"Gauteng","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,1,0,0,0,0
2022,Jul-Dec 2022,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,4,-,-,-,-,-,-,-
2022,Jul-Dec 2022,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Cape cormorant",-,-,-,-,Animal,2,0,0,0,0
